OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,NUFNU_3000EV,NUFNU_ERROR_3000EV,NUFNU_500EV,NUFNU_ERROR_500EV,UPPER_LIMIT_500EV,NUFNU_1500EV,NUFNU_ERROR_1500EV,UPPER_LIMIT_1500EV,NUFNU_4500EV,NUFNU_ERROR_4500EV,UPPER_LIMIT_4500EV,COUNTRATES_300_10000EV,COUNTRATES_ERROR_300_10000EV,COUNTRATES_300_1000EV,COUNTRATES_ERROR_300_1000EV,UPPER_LIMIT_300_1000EV,COUNTRATES_1000_2000EV,COUNTRATES_ERROR_1000_2000EV,UPPER_LIMIT_1000_2000EV,COUNTRATES_2000_10000EV,COUNTRATES_ERROR_2000_10000EV,UPPER_LIMIT_2000_10000EV,RUNID
81,-4.5076,0.292445,3.41e+20,0.8,-999/-999,9673.3,6.35422e-14,1.18087e-14,2.41269e-14,9.61488e-15,-999,5.3829e-14,1.68135e-14,-999,1.11695e-13,2.99005e-14,-999,0.00452,0.00084,0.0009415,0.0003752,-999,0.001506,0.0004704,-999,0.002071,0.0005544,-999,109_355_0
82,-4.26406,0.239757,3.36e+20,0.8,-999/-999,8565.5,3.03134e-14,8.98176e-15,4.90157e-14,1.60118e-14,-999,8.57328e-15,8.00173e-15,-999,5.33833e-14,-3.44816e-11,8.5422e-14,0.00216,0.00064,0.00192,0.0006272,-999,0.00024,0.000224,-999,0.0009899,-0.6394,0.001584,109_355_0
83,-4.53567,0.230361,3.4e+20,0.8,-999/-999,10049.5,2.00958e-14,6.88597e-15,3.66166e-15,3.9126e-15,-999,4.08843e-14,1.56282e-14,-999,7.71228e-15,8.24081e-15,-999,0.00143,0.00049,0.000143,0.0001528,-999,0.001144,0.0004373,-999,0.000143,0.0001528,-999,109_355_0
84,-37.3021,-0.244832,3.53e+20,0.8,-999/-999,18847.9,2.15929e-14,5.50407e-15,4.65221e-15,3.5092e-15,-999,2.89896e-14,1.00152e-14,-999,2.91238e-14,1.23476e-14,-999,0.00153,0.00039,0.0001799,0.0001357,-999,0.0008099,0.0002798,-999,0.0005399,0.0002289,-999,110_322_0
85,-37.2428,-0.278373,3.52e+20,0.8,-999/-999,11753.3,1.60843e-14,6.20796e-15,1.47314e-14,8.12151e-15,-999,1.63234e-14,1.01247e-14,-999,6.14939e-15,7.6274e-15,-999,0.00114,0.00044,0.0005701,0.0003143,-999,0.0004561,0.0002829,-999,0.000114,0.0001414,-999,110_322_0
86,-37.3278,-0.349702,3.53e+20,0.8,-999/-999,16981.3,1.59477e-14,5.22181e-15,2.02251e-14,8.04505e-15,-999,9.33508e-15,6.32122e-15,-999,4.68926e-15,5.44285e-15,-999,0.00113,0.00037,0.0007821,0.0003111,-999,0.0002608,0.0001766,-999,8.693e-05,0.0001009,-999,110_322_0
87,-37.2656,-0.203401,3.53e+20,0.8,-999/-999,19003,2.9355e-14,6.06859e-15,7.3339e-15,4.07295e-15,-999,3.04571e-14,9.75387e-15,-999,5.10139e-14,1.56812e-14,-999,0.00208,0.00043,0.0002836,0.0001575,-999,0.0008509,0.0002725,-999,0.0009457,0.0002907,-999,110_322_0
88,-37.2434,-0.361024,3.52e+20,0.8,-999/-999,4568.4,4.45844e-14,1.69308e-14,7.25846e-14,2.93801e-14,-999,4.62752e-14,-4.2911e-11,8.30305e-14,1.8939e-14,2.11237e-14,-999,0.00316,0.0012,0.002809,0.001137,-999,0.001293,-1.199,0.00232,0.0003511,0.0003916,-999,110_322_0
89,-37.3978,-0.231518,3.54e+20,0.803,+0.22/-0.17,17956.2,1.01264e-13,1.15489e-14,6.81039e-14,1.28828e-14,-999,9.10114e-14,1.74758e-14,-999,1.08716e-13,2.33387e-14,-999,0.00719,0.00082,0.00263,0.0004975,-999,0.002543,0.0004883,-999,0.002017,0.000433,-999,110_322_0
90,-37.4053,-0.431228,3.54e+20,0.72,+0.22/-0.17,10993.3,1.68459e-13,1.95533e-14,9.49526e-14,1.92576e-14,-999,1.46726e-13,2.75544e-14,-999,1.86897e-13,3.95937e-14,-999,0.0112,0.0013,0.003733,0.0007571,-999,0.004072,0.0007647,-999,0.003393,0.0007188,-999,110_322_0
91,-37.483,-0.351564,3.54e+20,0.8,-999/-999,18753.3,5.11072e-14,8.75316e-15,2.67589e-14,8.63841e-15,-999,8.02233e-14,1.73585e-14,-999,1.85999e-14,1.02925e-14,-999,0.00362,0.00062,0.001034,0.0003338,-999,0.002241,0.0004849,-999,0.0003448,0.0001908,-999,110_322_0
92,-37.4953,-0.277841,3.55e+20,0.8,-999/-999,18791.1,1.83599e-14,5.93166e-15,2.16542e-14,8.83674e-15,-999,9.97444e-15,7.04941e-15,-999,1.00176e-14,8.49634e-15,-999,0.0013,0.00042,0.0008361,0.0003412,-999,0.0002786,0.0001969,-999,0.0001857,0.0001575,-999,110_322_0
93,-37.49,-0.349818,3.54e+20,0.8,-999/-999,18007.3,1.92005e-14,6.21192e-15,2.11173e-14,8.88685e-15,-999,9.73348e-15,6.91617e-15,-999,1.46674e-14,1.0422e-14,-999,0.00136,0.00044,0.000816,0.0003434,-999,0.0002719,0.0001932,-999,0.0002719,0.0001932,-999,110_322_0
94,-34.3429,0.469851,4.37e+20,0.8,-999/-999,2822.2,5.27727e-14,2.02972e-14,4.00518e-14,2.40861e-14,-999,0,-5.05766e-11,1.7371e-13,1.17967e-13,6.14139e-14,-999,0.00364,0.0014,0.001455,0.000875,-999,0,-1.399,0.004805,0.002184,0.001137,-999,111_325_0
95,-34.5127,0.344012,4.38e+20,0.8,-999/-999,2346.2,4.98869e-14,2.32032e-14,9.47617e-14,4.40752e-14,-999,0,-5.77789e-11,4.10744e-13,1.11487e-13,-8.6316e-11,6.1361e-13,0.00344,0.0016,0.00344,0.0016,-999,0,-1.598,0.01136,0.002064,-1.598,0.01136,111_325_0
96,-34.3168,0.614317,4.37e+20,0.8,-999/-999,3021.1,7.56796e-14,2.46466e-14,2.87382e-14,2.03452e-14,-999,7.54854e-14,4.00926e-14,-999,1.12781e-13,5.99015e-14,-999,0.00522,0.0017,0.001044,0.0007391,-999,0.002088,0.001109,-999,0.002088,0.001109,-999,111_325_0
97,-34.3953,0.277747,4.35e+20,0.8,-999/-999,2913.8,5.08564e-14,2.17335e-14,5.78834e-14,3.22674e-14,-999,2.53767e-14,2.35731e-14,-999,3.79225e-14,3.52273e-14,-999,0.00351,0.0015,0.002106,0.001174,-999,0.0007021,0.0006522,-999,0.0007021,0.0006522,-999,111_325_0
98,37.0328,-1.26095,2.62e+20,0.8,-999/-999,7630.8,9.59248e-14,1.50524e-14,5.63521e-14,1.5536e-14,-999,8.27485e-14,2.28134e-14,-999,1.25883e-13,3.47052e-14,-999,0.00701,0.0011,0.002337,0.0006443,-999,0.002337,0.0006443,-999,0.002337,0.0006443,-999,112_37_-1
99,37.1168,-1.17835,2.6e+20,0.8,-999/-999,8319.3,3.1179e-14,8.88875e-15,5.4891e-15,4.97871e-15,-999,4.84272e-14,1.77814e-14,-999,3.68591e-14,1.90948e-14,-999,0.00228,0.00065,0.000228,0.0002068,-999,0.001368,0.0005023,-999,0.0006843,0.0003545,-999,112_37_-1
100,36.9293,-1.24997,2.74e+20,0.8,-999/-999,8251,3.64163e-14,9.6194e-15,4.51507e-14,1.42511e-14,-999,9.39663e-15,7.89672e-15,-999,2.85538e-14,1.67982e-14,-999,0.00265,0.0007,0.001855,0.0005855,-999,0.000265,0.0002227,-999,0.00053,0.0003118,-999,112_37_-1
101,37.0673,-1.10992,2.61e+20,0.8,-999/-999,8319.9,2.91363e-14,8.75456e-15,3.07921e-14,1.20566e-14,-999,1.50821e-14,1.0299e-14,-999,2.29461e-14,1.5669e-14,-999,0.00213,0.00064,0.001278,0.0005004,-999,0.000426,0.0002909,-999,0.000426,0.0002909,-999,112_37_-1
102,36.9079,-1.23407,2.74e+20,0.8,-999/-999,8309.1,2.29491e-14,7.83294e-15,1.16102e-14,7.37989e-15,-999,1.69139e-14,1.07512e-14,-999,3.85691e-14,1.99284e-14,-999,0.00167,0.00057,0.000477,0.0003032,-999,0.000477,0.0003032,-999,0.0007159,0.0003699,-999,112_37_-1
103,36.9056,-1.15521,2.74e+20,0.8,-999/-999,8057.4,6.81603e-14,1.31923e-14,1.72473e-14,8.67964e-15,-999,7.53858e-14,2.16406e-14,-999,1.14538e-13,3.28799e-14,-999,0.00496,0.00096,0.0007086,0.0003566,-999,0.002126,0.0006103,-999,0.002126,0.0006103,-999,112_37_-1
104,37.0309,-1.43397,2.72e+20,0.8,-999/-999,7579.6,3.21329e-14,1.0711e-14,8.12416e-15,-1.89361e-11,7.5239e-14,4.97732e-14,2.18449e-14,-999,5.04153e-14,2.68939e-14,-999,0.00234,0.00078,0.0003343,-0.7792,0.003096,0.001404,0.0006162,-999,0.0009358,0.0004992,-999,112_37_-1
105,36.8292,-1.30369,2.76e+20,0.8,-999/-999,7978.5,2.40642e-14,9.48819e-15,1.06649e-14,8.31499e-15,-999,1.55168e-14,1.20978e-14,-999,4.71478e-14,2.63135e-14,-999,0.00175,0.00069,0.0004375,0.0003411,-999,0.0004375,0.0003411,-999,0.0008751,0.0004884,-999,112_37_-1
106,-31.375,0.637186,5.34e+20,0.8,-999/-999,4613,6.34483e-14,1.64219e-14,1.56824e-14,1.1488e-14,-999,9.71665e-14,3.09455e-14,-999,5.75051e-14,2.97534e-14,-999,0.00425,0.0011,0.0005313,0.0003892,-999,0.002657,0.0008462,-999,0.001063,0.00055,-999,11_328_0
107,-31.386,0.644286,5.35e+20,0.8,-999/-999,4635.8,5.52521e-14,1.64263e-14,2.18581e-14,1.44027e-14,-999,8.11943e-14,3.11062e-14,-999,4.00325e-14,2.63782e-14,-999,0.0037,0.0011,0.00074,0.0004876,-999,0.00222,0.0008505,-999,0.00074,0.0004876,-999,11_328_0
108,-31.35,0.684666,5.31e+20,0.665,+0.28/-0.21,4852.1,2.00873e-13,2.9637e-14,1.06244e-13,2.76212e-14,-999,1.6278e-13,3.83489e-14,-999,2.2782e-13,5.81311e-14,-999,0.0122,0.0018,0.003728,0.0009692,-999,0.004406,0.001038,-999,0.004068,0.001038,-999,11_328_0
109,-31.383,0.63317,5.35e+20,0.8,-999/-999,4659.2,3.25539e-14,1.2693e-14,1.96782e-14,-2.50807e-11,7.08321e-14,6.6455e-14,2.82607e-14,-999,1.96538e-14,1.92318e-14,-999,0.00218,0.00085,0.0006662,-0.8491,0.002398,0.001817,0.0007727,-999,0.0003633,0.0003555,-999,11_328_0
110,-31.3774,0.620381,5.34e+20,0.8,-999/-999,4588.7,6.38961e-14,1.64219e-14,2.10545e-14,1.27159e-14,-999,7.82964e-14,2.74897e-14,-999,7.71964e-14,3.32264e-14,-999,0.00428,0.0011,0.0007133,0.0004308,-999,0.002141,0.0007517,-999,0.001427,0.0006142,-999,11_328_0
111,-31.3942,0.72029,5.36e+20,0.8,-999/-999,4272.8,8.79848e-14,2.09132e-14,1.58288e-14,1.24148e-14,-999,1.17492e-13,3.75666e-14,-999,1.15826e-13,4.59463e-14,-999,0.00589,0.0014,0.0005355,0.00042,-999,0.003212,0.001027,-999,0.002141,0.0008493,-999,11_328_0
112,-31.4027,0.781993,5.37e+20,0.8,-999/-999,4681.2,4.75156e-14,1.4942e-14,8.55158e-15,-2.95504e-11,1.24266e-13,6.98004e-14,2.87433e-14,-999,6.88152e-14,3.36177e-14,-999,0.00318,0.001,0.0002891,-0.999,0.004201,0.001908,0.0007857,-999,0.001272,0.0006214,-999,11_328_0
113,-31.4183,0.807707,5.38e+20,0.8,-999/-999,4576.2,3.46747e-14,1.36009e-14,6.24285e-15,-2.69103e-11,1.51261e-13,8.48818e-14,3.32942e-14,-999,5.01886e-14,-4.91823e-11,2.76451e-13,0.00232,0.00091,0.0002109,-0.9091,0.00511,0.00232,0.00091,-999,0.0009277,-0.9091,0.00511,11_328_0
114,-31.1828,0.547731,5.11e+20,0.8,-999/-999,2409.5,1.42052e-13,4.00356e-14,1.26436e-13,5.38964e-14,-999,1.90525e-13,7.38538e-14,-999,2.07169e-13,-1.45846e-10,3.11105e-13,0.00958,0.0027,0.004354,0.001856,-999,0.005224,0.002025,-999,0.003831,-2.697,0.005753,11_328_0
115,-4.06843,0.327172,3.35e+20,0.8,-999/-999,7301.5,2.06241e-14,7.8568e-15,5.35689e-15,5.45127e-15,-999,7.50057e-15,7.63272e-15,-999,5.66233e-14,2.5432e-14,-999,0.00147,0.00056,0.00021,0.0002137,-999,0.00021,0.0002137,-999,0.00105,0.0004716,-999,113_355_0
116,-4.07548,0.315772,3.35e+20,0.8,-999/-999,6821.1,3.31108e-14,1.01016e-14,7.52516e-15,6.45888e-15,-999,3.16131e-14,1.5544e-14,-999,6.36339e-14,2.73086e-14,-999,0.00236,0.00072,0.000295,0.0002532,-999,0.0008851,0.0004352,-999,0.00118,0.0005064,-999,113_355_0
117,-4.08592,0.32184,3.35e+20,0.8,-999/-999,7026.6,2.67973e-14,9.1195e-15,9.74699e-15,7.42312e-15,-999,2.72985e-14,1.45547e-14,-999,4.12164e-14,2.19753e-14,-999,0.00191,0.00065,0.0003821,0.000291,-999,0.0007643,0.0004075,-999,0.0007643,0.0004075,-999,113_355_0
118,-4.0887,0.307579,3.35e+20,0.8,-999/-999,7468.8,4.01258e-14,1.05225e-14,1.21576e-14,7.76239e-15,-999,3.4049e-14,1.55298e-14,-999,7.71156e-14,2.87215e-14,-999,0.00286,0.00075,0.0004766,0.0003043,-999,0.0009533,0.0004348,-999,0.00143,0.0005326,-999,113_355_0
119,-4.06315,0.276892,3.35e+20,0.8,-999/-999,7558.1,2.45525e-14,8.418e-15,6.3798e-15,5.86962e-15,-999,2.67949e-14,1.40904e-14,-999,4.0456e-14,2.12742e-14,-999,0.00175,0.0006,0.0002501,0.0002301,-999,0.0007502,0.0003945,-999,0.0007502,0.0003945,-999,113_355_0
120,-4.10246,0.33015,3.35e+20,0.8,-999/-999,7523,2.02032e-14,7.7165e-15,3.06108e-14,1.28106e-14,-999,2.20481e-14,-1.96229e-11,5.65757e-14,1.29479e-14,1.20365e-14,-999,0.00144,0.00055,0.0012,0.0005022,-999,0.0006173,-0.5494,0.001584,0.0002401,0.0002232,-999,113_355_0
121,-4.10639,0.321965,3.35e+20,0.8,-999/-999,7411.2,2.06241e-14,7.7165e-15,1.87517e-14,9.75974e-15,-999,8.75066e-15,7.97203e-15,-999,2.64296e-14,1.71919e-14,-999,0.00147,0.00055,0.0007351,0.0003826,-999,0.000245,0.0002232,-999,0.0004901,0.0003188,-999,113_355_0
122,-4.09553,0.289088,3.35e+20,0.8,-999/-999,7565.2,2.5254e-14,8.418e-15,1.14765e-14,7.6527e-15,-999,1.60691e-14,1.07151e-14,-999,4.85343e-14,2.28165e-14,-999,0.0018,0.0006,0.0004499,0.0003,-999,0.0004499,0.0003,-999,0.0009,0.0004231,-999,113_355_0
123,-4.05346,0.260522,3.35e+20,0.8,-999/-999,7536,1.97823e-14,7.7165e-15,7.19609e-15,6.20889e-15,-999,2.01515e-14,1.25581e-14,-999,3.04256e-14,1.89607e-14,-999,0.00141,0.00055,0.0002821,0.0002434,-999,0.0005642,0.0003516,-999,0.0005642,0.0003516,-999,113_355_0
124,-3.98847,0.291626,3.35e+20,0.8,-999/-999,7604.6,1.9642e-14,7.5762e-15,1.78563e-14,9.71383e-15,-999,1.25045e-14,9.64359e-15,-999,1.88798e-14,1.45603e-14,-999,0.0014,0.00054,0.0007,0.0003808,-999,0.0003501,0.00027,-999,0.0003501,0.00027,-999,113_355_0
125,-4.06948,0.25274,3.35e+20,0.8,-999/-999,7456,4.33527e-14,1.08031e-14,2.62743e-14,1.11908e-14,-999,3.67885e-14,1.5669e-14,-999,5.55448e-14,2.36578e-14,-999,0.00309,0.00077,0.00103,0.0004387,-999,0.00103,0.0004387,-999,0.00103,0.0004387,-999,113_355_0
126,-3.98077,0.381615,3.35e+20,0.8,-999/-999,7571.1,1.64151e-14,7.015e-15,2.98455e-14,1.27545e-14,-999,1.39261e-14,-1.78406e-11,3.94316e-14,2.10261e-14,-2.69365e-11,5.95354e-14,0.00117,0.0005,0.00117,0.0005,-999,0.0003899,-0.4995,0.001104,0.0003899,-0.4995,0.001104,113_355_0
127,-3.97087,0.386611,3.35e+20,0.8,-999/-999,7577.4,5.42961e-14,1.22061e-14,2.27872e-14,1.04612e-14,-999,5.31826e-14,1.88657e-14,-999,8.02973e-14,2.84842e-14,-999,0.00387,0.00087,0.0008933,0.0004101,-999,0.001489,0.0005282,-999,0.001489,0.0005282,-999,113_355_0
128,-4.1385,0.241614,3.35e+20,0.8,-999/-999,7249.8,2.18868e-14,8.418e-15,6.63234e-15,6.18338e-15,-999,3.71457e-14,1.75335e-14,-999,1.4021e-14,1.30719e-14,-999,0.00156,0.0006,0.00026,0.0002424,-999,0.00104,0.0004909,-999,0.00026,0.0002424,-999,113_355_0
129,-4.03166,0.17942,3.34e+20,0.8,-999/-999,7583.7,3.82882e-14,1.07992e-14,3.74703e-14,1.40195e-14,-999,2.24992e-14,1.35531e-14,-999,3.3974e-14,2.04653e-14,-999,0.00273,0.00077,0.00147,0.00055,-999,0.00063,0.0003795,-999,0.00063,0.0003795,-999,113_355_0
619,40.7618,0.774161,3.19e+20,1.24,+0.13/-0.11,18092.4,1.63893e-13,1.01282e-14,2.02027e-13,1.98749e-14,-999,2.50602e-13,2.46355e-14,-999,1.46181e-13,2.24216e-14,-999,0.0178,0.0011,0.007397,0.0007277,-999,0.007316,0.0007192,-999,0.003089,0.0004738,-999,15_40_0
518,40.7528,0.69942,3.18e+20,0.8,-999/-999,19803.4,2.2599e-14,5.022e-15,2.29431e-14,6.72028e-15,-999,1.0829e-14,5.5321e-15,-999,2.18348e-14,9.70434e-15,-999,0.00162,0.00036,0.0009112,0.0002669,-999,0.0003038,0.0001552,-999,0.000405,0.00018,-999,146_40_0
519,40.9094,0.742715,3.33e+20,0.8,-999/-999,20412,3.37882e-14,6.0286e-15,2.40217e-14,6.88481e-15,-999,3.7423e-14,1.00914e-14,-999,2.26004e-14,9.60422e-15,-999,0.00241,0.00043,0.0009431,0.0002703,-999,0.001048,0.0002826,-999,0.0004191,0.0001781,-999,146_40_0
625,40.6472,0.76772,3.17e+20,0.8,-999/-999,25080.8,2.99818e-14,5.2991e-15,1.62332e-14,5.21567e-15,-999,3.57479e-14,9.23458e-15,-999,2.70477e-14,9.93059e-15,-999,0.00215,0.00038,0.0006452,0.0002073,-999,0.001003,0.0002591,-999,0.0005017,0.0001842,-999,15_40_0
134,40.8669,0.931193,3.32e+20,0.8,-999/-999,10275,3.91046e-14,9.8112e-15,3.55041e-14,1.312e-14,-999,2.1348e-14,1.20433e-14,-999,4.29836e-14,2.09337e-14,-999,0.00279,0.0007,0.001395,0.0005155,-999,0.0005979,0.0003373,-999,0.0007971,0.0003882,-999,116_40_0
522,40.9828,0.715768,3.34e+20,0.8,-999/-999,16015.1,5.87647e-14,9.537e-15,7.9121e-15,4.57036e-15,-999,3.87843e-14,1.21424e-14,-999,1.50672e-13,2.93363e-14,-999,0.00419,0.00068,0.0003104,0.0001793,-999,0.001086,0.00034,-999,0.002794,0.000544,-999,146_40_0
631,40.668,0.957129,3.18e+20,1.062,+0.09/-0.08,17044.4,5.41426e-13,2.42594e-14,5.28561e-13,3.72852e-14,-999,6.52827e-13,4.90491e-14,-999,5.20896e-13,5.28401e-14,-999,0.0491,0.0022,0.01996,0.001408,-999,0.01874,0.001408,-999,0.01041,0.001056,-999,15_40_0
692,40.9037,0.525343,3.16e+20,0.8,-999/-999,10181.2,1.2519e-13,2.09115e-14,6.27017e-14,1.98488e-14,-999,1.95576e-13,4.21942e-14,-999,5.37924e-14,2.72412e-14,-999,0.00898,0.0015,0.002494,0.0007895,-999,0.005488,0.001184,-999,0.0009978,0.0005053,-999,161_40_0
138,-25.5932,0.66396,4e+20,0.8,-999/-999,6245.3,3.66848e-14,1.10341e-14,8.5712e-15,7.23999e-15,-999,5.75904e-14,2.18196e-14,-999,3.45545e-14,2.07835e-14,-999,0.00256,0.00077,0.00032,0.0002703,-999,0.0016,0.0006062,-999,0.0006401,0.000385,-999,117_334_0
139,-25.5302,0.575381,4.12e+20,0.8,-999/-999,5807.6,4.07096e-14,1.23711e-14,3.8239e-14,1.63901e-14,-999,6.37636e-14,-3.09663e-11,1.68402e-13,7.64001e-14,3.27468e-14,-999,0.00283,0.00086,0.001415,0.0006065,-999,0.001769,-0.8591,0.004672,0.001415,0.0006065,-999,117_334_0
140,-25.7137,0.454357,4.1e+20,0.8,-999/-999,6393.4,2.37204e-14,1.00632e-14,8.90472e-15,8.75631e-15,-999,3.56874e-14,2.04114e-14,-999,1.7817e-14,1.75201e-14,-999,0.00165,0.0007,0.00033,0.0003245,-999,0.0009903,0.0005664,-999,0.00033,0.0003245,-999,117_334_0
141,-25.6877,0.438041,4.12e+20,0.8,-999/-999,6174.1,8.53031e-14,1.87005e-14,6.16417e-14,2.03383e-14,-999,9.86552e-14,3.2062e-14,-999,4.92416e-14,2.69695e-14,-999,0.00593,0.0013,0.002281,0.0007526,-999,0.002737,0.0008895,-999,0.000912,0.0004995,-999,117_334_0
150,-6.17622,1.05196,3.97e+20,0.8,-999/-999,3575.9,2.69141e-13,3.72216e-14,1.22213e-13,3.37537e-14,-999,4.20618e-13,7.48405e-14,-999,1.37109e-13,5.21285e-14,-999,0.0188,0.0026,0.004573,0.001263,-999,0.01169,0.00208,-999,0.00254,0.0009657,-999,119_353_1
151,-6.15968,0.964584,3.91e+20,0.8,-999/-999,4034.4,3.47223e-14,1.37174e-14,1.57268e-14,-2.55152e-11,8.54319e-14,5.24238e-14,2.58883e-14,-999,5.24691e-14,3.2385e-14,-999,0.00243,0.00096,0.0005911,-0.959,0.003211,0.001458,0.00072,-999,0.0009721,0.0006,-999,119_353_1
152,-47.7559,0.455541,6.94e+20,0.8,-999/-999,3971.9,7.19667e-14,2.02943e-14,5.5251e-14,2.49981e-14,-999,1.09353e-13,3.83519e-14,-999,0,-7.04487e-11,1.5028e-13,0.00461,0.0013,0.001676,0.0007583,-999,0.002934,0.001029,-999,0,-1.299,0.002771,120_312_0
153,-48.0407,0.436428,6.7e+20,0.8,-999/-999,3690.7,8.3139e-14,2.79198e-14,2.89668e-14,2.46985e-14,-999,6.64085e-14,3.85742e-14,-999,1.45291e-13,7.12901e-14,-999,0.00536,0.0018,0.0008931,0.0007615,-999,0.001787,0.001038,-999,0.00268,0.001315,-999,120_312_0
154,21.3707,-0.0984472,3.14e+20,0.648,+0.14/-0.11,4196.2,7.35814e-13,5.64804e-14,3.07165e-13,4.58317e-14,-999,6.95694e-13,8.34544e-14,-999,8.39113e-13,1.15301e-13,-999,0.0469,0.0036,0.01264,0.001886,-999,0.01929,0.002314,-999,0.01497,0.002057,-999,1_21_0
155,21.2993,-0.0245653,3.16e+20,0.8,-999/-999,4555.7,2.4815e-14,1.07346e-14,1.20627e-14,-1.93385e-11,4.92764e-14,3.17169e-14,2.02062e-14,-999,4.79808e-14,3.05675e-14,-999,0.00178,0.00077,0.0004798,-0.7692,0.00196,0.00089,0.000567,-999,0.00089,0.000567,-999,1_21_0
156,21.3476,-0.182187,3.19e+20,0.8,-999/-999,4645.7,3.15383e-14,1.18617e-14,1.13899e-14,9.4849e-15,-999,1.61133e-14,1.34183e-14,-999,7.31074e-14,3.60092e-14,-999,0.00226,0.00085,0.000452,0.0003764,-999,0.000452,0.0003764,-999,0.001356,0.0006679,-999,1_21_0
157,21.1974,-0.0470719,3.26e+20,0.8,-999/-999,4695.5,5.0077e-14,1.53868e-14,1.29563e-14,1.04912e-14,-999,1.82462e-14,1.47747e-14,-999,1.37873e-13,4.88461e-14,-999,0.00358,0.0011,0.0005114,0.0004141,-999,0.0005114,0.0004141,-999,0.002557,0.0009059,-999,1_21_0
158,21.4347,-0.261979,3.16e+20,0.8,-999/-999,4336.4,3.38766e-14,1.3941e-14,3.49208e-14,1.91549e-14,-999,3.70981e-14,2.37592e-14,-999,9.35895e-14,-5.38571e-11,1.23726e-13,0.00243,0.001,0.001389,0.0007619,-999,0.001041,0.0006667,-999,0.001736,-0.999,0.002295,1_21_0
159,-21.7287,0.738948,5.54e+20,0.8,-999/-999,3977.8,2.89809e-14,1.27636e-14,9.63138e-15,1.03739e-14,-999,2.35814e-14,1.79766e-14,-999,5.22362e-14,3.25496e-14,-999,0.00193,0.00085,0.0003217,0.0003465,-999,0.0006433,0.0004904,-999,0.0009653,0.0006015,-999,121_338_0
160,-21.6186,0.719325,5.53e+20,0.8,-999/-999,3910.8,2.70216e-14,1.246e-14,4.03893e-14,2.25971e-14,-999,2.19912e-14,-3.03918e-11,1.09113e-13,2.43563e-14,2.33552e-14,-999,0.0018,0.00083,0.00135,0.0007553,-999,0.0006,-0.8292,0.002977,0.0004501,0.0004316,-999,121_338_0
161,-21.55,0.726177,5.53e+20,0.8,-999/-999,3801.4,4.0082e-14,1.5012e-14,3.99405e-14,2.09426e-14,-999,4.89304e-14,2.56564e-14,-999,3.61258e-14,-5.40589e-11,1.59146e-13,0.00267,0.001,0.001335,0.0007,-999,0.001335,0.0007,-999,0.0006676,-0.999,0.002941,121_338_0
162,17.7473,0.433678,2.89e+20,0.8,-999/-999,13505,2.85929e-14,6.63024e-15,0,-1.18072e-11,1.86502e-14,2.45102e-14,9.77921e-15,-999,7.43654e-14,2.13019e-14,-999,0.00207,0.00048,0,-0.4795,0.0007574,0.00069,0.0002753,-999,0.00138,0.0003953,-999,122_17_0
163,17.6625,0.368167,2.89e+20,0.8,-999/-999,14745.7,1.50562e-14,4.69642e-15,2.38631e-14,7.97325e-15,-999,4.30527e-15,4.02464e-15,-999,3.91496e-14,-1.83058e-11,4.31481e-14,0.00109,0.00034,0.0009691,0.0003238,-999,0.0001212,0.0001133,-999,0.0007265,-0.3397,0.0008007,122_17_0
164,17.6248,0.439565,2.86e+20,0.8,-999/-999,15127.6,1.07632e-14,4.00171e-15,1.64255e-14,6.56676e-15,-999,3.07907e-15,-1.02872e-11,2.61744e-14,6.0029e-15,5.81969e-15,-999,0.00078,0.00029,0.0006686,0.0002673,-999,8.671e-05,-0.2897,0.0007371,0.0001114,0.000108,-999,122_17_0
165,17.679,0.33628,2.9e+20,0.8,-999/-999,14200.1,2.10034e-14,5.5272e-15,3.37116e-14,9.26084e-15,-999,6.00406e-15,-1.41966e-11,3.56336e-14,8.19113e-15,6.86007e-15,-999,0.00152,0.0004,0.001368,0.0003758,-999,0.000169,-0.3996,0.001003,0.000152,0.0001273,-999,122_17_0
166,17.6185,0.452017,2.86e+20,0.8,-999/-999,15167.4,2.22164e-14,5.5196e-15,3.51308e-14,9.14875e-15,-999,6.35629e-15,-1.41898e-11,4.20083e-14,9.64021e-15,7.05907e-15,-999,0.00161,0.0004,0.00143,0.0003724,-999,0.000179,-0.3996,0.001183,0.0001789,0.000131,-999,122_17_0
167,17.6401,0.492179,2.85e+20,0.8,-999/-999,14298.9,9.97306e-15,4.1382e-15,5.91852e-15,4.20753e-15,-999,4.2819e-15,4.34581e-15,-999,1.94848e-14,1.12189e-14,-999,0.000723,0.0003,0.0002411,0.0001714,-999,0.0001206,0.0001224,-999,0.0003616,0.0002082,-999,122_17_0
168,17.8026,0.486318,2.88e+20,0.8,-999/-999,13282,1.51888e-14,5.10896e-15,3.00673e-15,3.08055e-15,-999,8.6806e-15,6.26893e-15,-999,3.95153e-14,1.62577e-14,-999,0.0011,0.00037,0.0001222,0.0001252,-999,0.0002444,0.0001765,-999,0.0007333,0.0003017,-999,122_17_0
